what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1452926702697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926703466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926713528
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1452926718665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926722991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926725392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926730245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926736399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926740339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926740422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926743921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926744002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452926746682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926749874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926753562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1452926764128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452926776718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1452926780891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1452926783825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452926784283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926793096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926796330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926797167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926838556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926839225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452926902168
activated,view,com.android.ide.eclipse.ddms,23.0.7.2120684,"com.android.ide.eclipse.ddms.views.LogCatView",1452926903212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1452927011660
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1452927029693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452927030005
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1452927037715
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1452927040468
